     tim; pos; vol; res; sPs; tur; rat; amp; pow; eAd; eDm; eFl; sNw; sKh; 
   69.00; 3; 740; 0.731; 28.709; 62.445; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13808385.522; 28.712; 103.363; 
   69.03; 3; 740; 0.731; 28.712; 62.452; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13811452.381; 28.715; 103.374; 
   69.07; 3; 740; 0.731; 28.715; 62.459; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13814519.24; 28.718; 103.385; 
   69.10; 3; 740; 0.731; 28.718; 62.465; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13817586.099; 28.722; 103.399; 
   69.13; 3; 740; 0.731; 28.722; 62.474; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13820652.958; 28.725; 103.41; 
   69.17; 3; 740; 0.731; 28.725; 62.48; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13823719.817; 28.728; 103.421; 
   69.20; 3; 740; 0.731; 28.728; 62.487; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13826786.676; 28.731; 103.432; 
   69.23; 3; 740; 0.731; 28.731; 62.493; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13829853.535; 28.734; 103.442; 
   69.27; 3; 740; 0.731; 28.734; 62.5; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13832920.394; 28.738; 103.457; 
   69.30; 3; 740; 0.731; 28.738; 62.509; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13835987.253; 28.741; 103.468; 
   69.33; 3; 740; 0.731; 28.741; 62.515; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13839054.112; 28.744; 103.478; 
   69.37; 3; 740; 0.731; 28.744; 62.522; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13842120.971; 28.747; 103.489; 
   69.40; 3; 740; 0.731; 28.747; 62.528; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13845187.83; 28.75; 103.5; 
   69.43; 3; 740; 0.731; 28.75; 62.535; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13848254.689; 28.753; 103.511; 
   69.47; 3; 740; 0.731; 28.753; 62.541; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13851321.548; 28.757; 103.525; 
   69.50; 3; 740; 0.731; 28.757; 62.55; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13854388.407; 28.76; 103.536; 
   69.53; 3; 740; 0.731; 28.76; 62.556; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13857455.266; 28.763; 103.547; 
   69.57; 3; 740; 0.731; 28.763; 62.563; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13860522.125; 28.766; 103.558; 
   69.60; 3; 740; 0.731; 28.766; 62.569; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13863588.984; 28.769; 103.568; 
   69.63; 3; 740; 0.731; 28.769; 62.576; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13866655.843; 28.773; 103.583; 
   69.67; 3; 740; 0.731; 28.773; 62.585; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13869722.702; 28.776; 103.594; 
   69.70; 3; 740; 0.731; 28.776; 62.591; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13872789.561; 28.779; 103.604; 
   69.73; 3; 740; 0.731; 28.779; 62.598; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13875856.42; 28.782; 103.615; 
   69.77; 3; 740; 0.731; 28.782; 62.604; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13878923.279; 28.785; 103.626; 
   69.80; 3; 740; 0.731; 28.785; 62.611; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13881990.138; 28.788; 103.637; 
   69.83; 3; 740; 0.731; 28.788; 62.617; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13885056.997; 28.792; 103.651; 
   69.87; 3; 740; 0.731; 28.792; 62.626; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13888123.856; 28.795; 103.662; 
   69.90; 3; 740; 0.731; 28.795; 62.633; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13891190.715; 28.798; 103.673; 
   69.93; 3; 740; 0.731; 28.798; 62.639; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13894257.574; 28.801; 103.684; 
   69.97; 3; 740; 0.731; 28.801; 62.646; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13897324.433; 28.804; 103.694; 
   70.00; 3; 740; 0.731; 28.804; 62.652; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13900391.292; 28.808; 103.709; 
   70.03; 3; 740; 0.731; 28.808; 62.661; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13903458.151; 28.811; 103.72; 
   70.07; 3; 740; 0.731; 28.811; 62.667; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13906525.01; 28.814; 103.73; 
   70.10; 3; 740; 0.731; 28.814; 62.674; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13909591.869; 28.817; 103.741; 
   70.13; 3; 740; 0.731; 28.817; 62.68; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13912658.728; 28.82; 103.752; 
   70.17; 3; 740; 0.731; 28.82; 62.687; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13915725.587; 28.823; 103.763; 
   70.20; 3; 740; 0.731; 28.823; 62.693; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13918792.446; 28.827; 103.777; 
   70.23; 3; 740; 0.731; 28.827; 62.702; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13921859.305; 28.83; 103.788; 
   70.27; 3; 740; 0.731; 28.83; 62.709; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13924926.164; 28.833; 103.799; 
   70.30; 3; 740; 0.731; 28.833; 62.715; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13927993.023; 28.836; 103.81; 
   70.33; 3; 740; 0.731; 28.836; 62.722; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13931059.882; 28.839; 103.82; 
   70.37; 3; 740; 0.731; 28.839; 62.728; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13934104.524; 28.842; 103.831; 
   70.40; 3; 740; 0.731; 28.842; 62.735; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13937149.166; 28.846; 103.846; 
   70.43; 3; 740; 0.731; 28.846; 62.743; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13940193.808; 28.849; 103.856; 
   70.47; 3; 740; 0.731; 28.849; 62.75; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13943238.45; 28.852; 103.867; 
   70.50; 3; 740; 0.731; 28.852; 62.756; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13946283.092; 28.855; 103.878; 
   70.53; 3; 740; 0.731; 28.855; 62.763; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13949327.734; 28.858; 103.889; 
   70.57; 3; 740; 0.731; 28.858; 62.77; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13952372.376; 28.861; 103.9; 
   70.60; 3; 740; 0.731; 28.861; 62.776; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13955417.018; 28.864; 103.91; 
   70.63; 3; 740; 0.731; 28.864; 62.783; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13958461.66; 28.868; 103.925; 
   70.67; 3; 740; 0.731; 28.868; 62.791; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13961506.302; 28.871; 103.936; 
   70.70; 3; 740; 0.731; 28.871; 62.798; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13964550.944; 28.874; 103.946; 
   70.73; 3; 740; 0.731; 28.874; 62.804; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13967595.586; 28.877; 103.957; 
   70.77; 3; 740; 0.731; 28.877; 62.811; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13970640.228; 28.88; 103.968; 
   70.80; 3; 740; 0.731; 28.88; 62.817; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13973684.87; 28.883; 103.979; 
   70.83; 3; 740; 0.731; 28.883; 62.824; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13976729.512; 28.887; 103.993; 
   70.87; 3; 740; 0.731; 28.887; 62.833; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13979774.154; 28.89; 104.004; 
   70.90; 3; 740; 0.731; 28.89; 62.839; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13982818.796; 28.893; 104.015; 
   70.93; 3; 740; 0.731; 28.893; 62.846; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13985863.438; 28.896; 104.026; 
   70.97; 3; 740; 0.731; 28.896; 62.852; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13988908.08; 28.899; 104.036; 
   71.00; 3; 740; 0.731; 28.899; 62.859; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13991952.722; 28.902; 104.047; 
   71.03; 3; 740; 0.731; 28.902; 62.865; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13994997.364; 28.905; 104.058; 
   71.07; 3; 740; 0.731; 28.905; 62.872; 0.137; 138.69; 102628.38; 91339.258; 0.0; 13998042.006; 28.909; 104.072; 
   71.10; 3; 740; 0.731; 28.909; 62.88; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14001086.648; 28.912; 104.083; 
   71.13; 3; 740; 0.731; 28.912; 62.887; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14004131.29; 28.915; 104.094; 
   71.17; 3; 740; 0.731; 28.915; 62.894; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14007175.932; 28.918; 104.105; 
   71.20; 3; 740; 0.731; 28.918; 62.9; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14010220.574; 28.921; 104.116; 
   71.23; 3; 740; 0.731; 28.921; 62.907; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14013265.216; 28.924; 104.126; 
   71.27; 3; 740; 0.731; 28.924; 62.913; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14016309.858; 28.927; 104.137; 
   71.30; 3; 740; 0.731; 28.927; 62.92; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14019354.5; 28.931; 104.152; 
   71.33; 3; 740; 0.731; 28.931; 62.928; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14022399.142; 28.934; 104.162; 
   71.37; 3; 740; 0.731; 28.934; 62.935; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14025443.784; 28.937; 104.173; 
   71.40; 3; 740; 0.731; 28.937; 62.941; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14028488.426; 28.94; 104.184; 
   71.43; 3; 740; 0.731; 28.94; 62.948; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14031533.068; 28.943; 104.195; 
   71.47; 3; 740; 0.731; 28.943; 62.954; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14034577.71; 28.946; 104.206; 
   71.50; 3; 740; 0.731; 28.946; 62.961; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14037622.352; 28.949; 104.216; 
   71.53; 3; 740; 0.731; 28.949; 62.967; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14040666.994; 28.953; 104.231; 
   71.57; 3; 740; 0.731; 28.953; 62.976; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14043711.636; 28.956; 104.242; 
   71.60; 3; 740; 0.731; 28.956; 62.983; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14046756.278; 28.959; 104.252; 
   71.63; 3; 740; 0.731; 28.959; 62.989; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14049800.92; 28.962; 104.263; 
   71.67; 3; 740; 0.731; 28.962; 62.996; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14052845.562; 28.965; 104.274; 
   71.70; 3; 740; 0.731; 28.965; 63.002; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14055890.204; 28.968; 104.285; 
   71.73; 3; 740; 0.731; 28.968; 63.009; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14058934.846; 28.971; 104.296; 
   71.77; 3; 740; 0.731; 28.971; 63.015; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14061979.488; 28.974; 104.306; 
   71.80; 3; 740; 0.731; 28.974; 63.022; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14065024.13; 28.978; 104.321; 
   71.83; 3; 740; 0.731; 28.978; 63.031; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14068068.772; 28.981; 104.332; 
   71.87; 3; 740; 0.731; 28.981; 63.037; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14071113.414; 28.984; 104.342; 
   71.90; 3; 740; 0.731; 28.984; 63.044; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14074158.056; 28.987; 104.353; 
   71.93; 3; 740; 0.731; 28.987; 63.05; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14077202.698; 28.99; 104.364; 
   71.97; 3; 740; 0.731; 28.99; 63.057; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14080247.34; 28.993; 104.375; 
   72.00; 3; 740; 0.731; 28.993; 63.063; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14083291.982; 28.996; 104.386; 
   72.03; 3; 740; 0.731; 28.996; 63.07; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14086336.624; 29.0; 104.4; 
   72.07; 3; 740; 0.731; 29.0; 63.078; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14089381.266; 29.003; 104.411; 
   72.10; 3; 740; 0.731; 29.003; 63.085; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14092425.908; 29.006; 104.422; 
   72.13; 3; 740; 0.731; 29.006; 63.091; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14095470.55; 29.009; 104.432; 
   72.17; 3; 740; 0.731; 29.009; 63.098; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14098515.192; 29.012; 104.443; 
   72.20; 3; 740; 0.731; 29.012; 63.105; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14101559.834; 29.015; 104.454; 
   72.23; 3; 740; 0.731; 29.015; 63.111; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14104604.476; 29.018; 104.465; 
   72.27; 3; 740; 0.731; 29.018; 63.118; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14107649.118; 29.022; 104.479; 
   72.30; 3; 740; 0.731; 29.022; 63.126; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14110693.76; 29.025; 104.49; 
   72.33; 3; 740; 0.731; 29.025; 63.133; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14113738.402; 29.028; 104.501; 
   72.37; 3; 740; 0.731; 29.028; 63.139; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14116783.044; 29.031; 104.512; 
   72.40; 3; 740; 0.731; 29.031; 63.146; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14119827.686; 29.034; 104.522; 
   72.43; 3; 740; 0.731; 29.034; 63.152; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14122872.328; 29.037; 104.533; 
   72.47; 3; 740; 0.731; 29.037; 63.159; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14125916.97; 29.04; 104.544; 
   72.50; 3; 740; 0.731; 29.04; 63.165; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14128961.612; 29.043; 104.555; 
   72.53; 3; 740; 0.731; 29.043; 63.172; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14132006.254; 29.047; 104.569; 
   72.57; 3; 740; 0.731; 29.047; 63.181; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14135050.896; 29.05; 104.58; 
   72.60; 3; 740; 0.731; 29.05; 63.187; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14138095.538; 29.053; 104.591; 
   72.63; 3; 740; 0.731; 29.053; 63.194; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14141140.18; 29.056; 104.602; 
   72.67; 3; 740; 0.731; 29.056; 63.2; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14144184.822; 29.059; 104.612; 
   72.70; 3; 740; 0.731; 29.059; 63.207; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14147229.464; 29.062; 104.623; 
   72.73; 3; 740; 0.731; 29.062; 63.213; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14150274.106; 29.065; 104.634; 
   72.77; 3; 740; 0.731; 29.065; 63.22; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14153318.748; 29.068; 104.645; 
   72.80; 3; 740; 0.731; 29.068; 63.226; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14156363.39; 29.072; 104.659; 
   72.83; 3; 740; 0.731; 29.072; 63.235; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14159408.032; 29.075; 104.67; 
   72.87; 3; 740; 0.731; 29.075; 63.242; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14162452.674; 29.078; 104.681; 
   72.90; 3; 740; 0.731; 29.078; 63.248; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14165497.316; 29.081; 104.692; 
   72.93; 3; 740; 0.731; 29.081; 63.255; 0.137; 138.69; 102628.38; 91339.258; 0.0; 14168541.958; 29.084; 104.702; 
   72.97; 3; 740; 0.731; 29.084; 63.261; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14171564.361; 29.087; 104.713; 
   73.00; 3; 740; 0.731; 29.087; 63.268; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14174586.764; 29.09; 104.724; 
   73.03; 3; 740; 0.731; 29.09; 63.274; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14177609.167; 29.093; 104.735; 
   73.07; 3; 740; 0.731; 29.093; 63.281; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14180631.57; 29.096; 104.746; 
   73.10; 3; 740; 0.731; 29.096; 63.287; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14183653.973; 29.1; 104.76; 
   73.13; 3; 740; 0.731; 29.1; 63.296; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14186676.376; 29.103; 104.771; 
   73.17; 3; 740; 0.731; 29.103; 63.302; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14189698.779; 29.106; 104.782; 
   73.20; 3; 740; 0.731; 29.106; 63.309; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14192721.182; 29.109; 104.792; 
   73.23; 3; 740; 0.731; 29.109; 63.315; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14195743.585; 29.112; 104.803; 
   73.27; 3; 740; 0.731; 29.112; 63.322; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14198765.988; 29.115; 104.814; 
   73.30; 3; 740; 0.731; 29.115; 63.329; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14201788.391; 29.118; 104.825; 
   73.33; 3; 740; 0.731; 29.118; 63.335; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14204810.794; 29.121; 104.836; 
   73.37; 3; 740; 0.731; 29.121; 63.342; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14207833.197; 29.124; 104.846; 
   73.40; 3; 740; 0.731; 29.124; 63.348; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14210855.6; 29.127; 104.857; 
   73.43; 3; 740; 0.731; 29.127; 63.355; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14213878.003; 29.131; 104.872; 
   73.47; 3; 740; 0.731; 29.131; 63.363; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14216900.406; 29.134; 104.882; 
   73.50; 3; 740; 0.731; 29.134; 63.37; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14219922.809; 29.137; 104.893; 
   73.53; 3; 740; 0.731; 29.137; 63.376; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14222945.212; 29.14; 104.904; 
   73.57; 3; 740; 0.731; 29.14; 63.383; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14225967.615; 29.143; 104.915; 
   73.60; 3; 740; 0.731; 29.143; 63.389; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14228990.018; 29.146; 104.926; 
   73.63; 3; 740; 0.731; 29.146; 63.396; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14232012.421; 29.149; 104.936; 
   73.67; 3; 740; 0.731; 29.149; 63.403; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14235034.824; 29.152; 104.947; 
   73.70; 3; 740; 0.731; 29.152; 63.409; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14238057.227; 29.155; 104.958; 
   73.73; 3; 740; 0.731; 29.155; 63.416; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14241079.63; 29.158; 104.969; 
   73.77; 3; 740; 0.731; 29.158; 63.422; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14244102.033; 29.162; 104.983; 
   73.80; 3; 740; 0.731; 29.162; 63.431; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14247124.436; 29.165; 104.994; 
   73.83; 3; 740; 0.731; 29.165; 63.437; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14250146.839; 29.168; 105.005; 
   73.87; 3; 740; 0.731; 29.168; 63.444; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14253169.242; 29.171; 105.016; 
   73.90; 3; 740; 0.731; 29.171; 63.45; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14256191.645; 29.174; 105.026; 
   73.93; 3; 740; 0.731; 29.174; 63.457; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14259214.048; 29.177; 105.037; 
   73.97; 3; 740; 0.731; 29.177; 63.463; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14262236.451; 29.18; 105.048; 
   74.00; 3; 740; 0.731; 29.18; 63.47; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14265258.854; 29.183; 105.059; 
   74.03; 3; 740; 0.731; 29.183; 63.476; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14268281.257; 29.186; 105.07; 
   74.07; 3; 740; 0.731; 29.186; 63.483; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14271303.66; 29.189; 105.08; 
   74.10; 3; 740; 0.731; 29.189; 63.49; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14274326.063; 29.192; 105.091; 
   74.13; 3; 740; 0.731; 29.192; 63.496; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14277348.466; 29.196; 105.106; 
   74.17; 3; 740; 0.731; 29.196; 63.505; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14280370.869; 29.199; 105.116; 
   74.20; 3; 740; 0.731; 29.199; 63.511; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14283393.272; 29.202; 105.127; 
   74.23; 3; 740; 0.731; 29.202; 63.518; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14286415.675; 29.205; 105.138; 
   74.27; 3; 740; 0.731; 29.205; 63.524; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14289438.078; 29.208; 105.149; 
   74.30; 3; 740; 0.731; 29.208; 63.531; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14292460.481; 29.211; 105.16; 
   74.33; 3; 740; 0.731; 29.211; 63.537; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14295482.884; 29.214; 105.17; 
   74.37; 3; 740; 0.731; 29.214; 63.544; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14298505.287; 29.217; 105.181; 
   74.40; 3; 740; 0.731; 29.217; 63.55; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14301527.69; 29.22; 105.192; 
   74.43; 3; 740; 0.731; 29.22; 63.557; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14304550.093; 29.223; 105.203; 
   74.47; 3; 740; 0.731; 29.223; 63.563; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14307572.496; 29.226; 105.214; 
   74.50; 3; 740; 0.731; 29.226; 63.57; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14310594.899; 29.23; 105.228; 
   74.53; 3; 740; 0.731; 29.23; 63.579; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14313617.302; 29.233; 105.239; 
   74.57; 3; 740; 0.731; 29.233; 63.585; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14316639.705; 29.236; 105.25; 
   74.60; 3; 740; 0.731; 29.236; 63.592; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14319662.108; 29.239; 105.26; 
   74.63; 3; 740; 0.731; 29.239; 63.598; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14322684.511; 29.242; 105.271; 
   74.67; 3; 740; 0.731; 29.242; 63.605; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14325706.914; 29.245; 105.282; 
   74.70; 3; 740; 0.731; 29.245; 63.611; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14328729.317; 29.248; 105.293; 
   74.73; 3; 740; 0.731; 29.248; 63.618; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14331751.72; 29.251; 105.304; 
   74.77; 3; 740; 0.731; 29.251; 63.624; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14334774.123; 29.254; 105.314; 
   74.80; 3; 740; 0.731; 29.254; 63.631; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14337796.526; 29.257; 105.325; 
   74.83; 3; 740; 0.731; 29.257; 63.637; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14340818.929; 29.26; 105.336; 
   74.87; 3; 740; 0.731; 29.26; 63.644; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14343841.332; 29.263; 105.347; 
   74.90; 3; 740; 0.731; 29.263; 63.65; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14346863.735; 29.267; 105.361; 
   74.93; 3; 740; 0.731; 29.267; 63.659; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14349886.138; 29.27; 105.372; 
   74.97; 3; 740; 0.731; 29.27; 63.666; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14352908.541; 29.273; 105.383; 
   75.00; 3; 740; 0.731; 29.273; 63.672; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14355930.944; 29.276; 105.394; 
   75.03; 3; 740; 0.731; 29.276; 63.679; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14358953.347; 29.279; 105.404; 
   75.07; 3; 740; 0.731; 29.279; 63.685; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14361975.75; 29.282; 105.415; 
   75.10; 3; 740; 0.731; 29.282; 63.692; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14364998.153; 29.285; 105.426; 
   75.13; 3; 740; 0.731; 29.285; 63.698; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14368020.556; 29.288; 105.437; 
   75.17; 3; 740; 0.731; 29.288; 63.705; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14371042.959; 29.291; 105.448; 
   75.20; 3; 740; 0.731; 29.291; 63.711; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14374065.362; 29.294; 105.458; 
   75.23; 3; 740; 0.731; 29.294; 63.718; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14377087.765; 29.297; 105.469; 
   75.27; 3; 740; 0.731; 29.297; 63.724; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14380110.168; 29.3; 105.48; 
   75.30; 3; 740; 0.731; 29.3; 63.731; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14383132.571; 29.303; 105.491; 
   75.33; 3; 740; 0.731; 29.303; 63.737; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14386154.974; 29.307; 105.505; 
   75.37; 3; 740; 0.731; 29.307; 63.746; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14389177.377; 29.31; 105.516; 
   75.40; 3; 740; 0.731; 29.31; 63.753; 0.136; 137.67; 101878.76; 90672.096; 0.0; 14392199.78; 29.313; 105.527; 
